0,CombatZoneResizeinstant,161,206,486,391
0,HeartTeleport,320,304
0,SansAnimation,Tired,,,,
0,Sound,BoneStab,
0,BoneV,171,150,42,1,0,0,
0,BoneV,191,150,42,1,0,0,
0,BoneV,211,150,42,1,0,0,
0,BoneV,231,150,42,1,0,0,
0,BoneV,251,150,42,1,0,0,
0,BoneV,271,150,42,1,0,0,
0,BoneV,291,150,42,1,0,0,
0,BoneV,311,150,42,1,0,0,
0,BoneV,331,150,42,1,0,0,
0,BoneV,351,150,42,1,0,0,
0,BoneV,371,150,42,1,0,0,
0,BoneV,391,150,42,1,0,0,
0,BoneV,411,150,42,1,0,0,
0,BoneV,431,150,42,1,0,0,
0,BoneV,451,150,42,1,0,0,
0,BoneV,471,150,42,1,0,0,
0,BoneH,51,216,42,0,0,0,
0,Boneh,51,236,42,0,0,0,
0,BoneH,51,256,42,0,0,0,
0,Boneh,51,276,42,0,0,0,
0,BoneH,51,296,42,0,0,0,
0,Boneh,51,316,42,0,0,0,
0,BoneH,51,336,42,0,0,0,
0,Boneh,51,356,42,0,0,0,
0,BoneH,51,376,42,0,0,0,
0,Boneh,51,396,42,0,0,0,
0,BoneH,551,216,42,2,0,0,
0,Boneh,551,236,42,2,0,0,
0,BoneH,551,256,42,2,0,0,
0,Boneh,551,276,42,2,0,0,
0,BoneH,551,296,42,2,0,0,
0,Boneh,551,316,42,2,0,0,
0,BoneH,551,336,42,2,0,0,
0,Boneh,551,356,42,2,0,0,
0,BoneH,551,376,42,2,0,0,
0,Boneh,551,396,42,2,0,0,
1.1,blackscreen,1
0,blackscreen,0
0,Sound,BoneStab,
0,BoneV,171,150,42,3,300,0,
0,BoneV,191,150,42,3,300,0,
0,BoneV,211,150,42,3,300,0,
0,BoneV,231,150,42,3,300,0,
0,BoneV,251,150,42,3,300,0,
0,BoneV,271,150,42,3,300,0,
0,BoneV,291,150,42,3,300,0,
0,BoneV,311,150,42,3,300,0,
0,BoneV,331,150,42,3,300,0,
0,BoneV,351,150,42,3,300,0,
0,BoneV,371,150,42,3,300,0,
0,BoneV,391,150,42,3,300,0,
0,BoneV,411,150,42,3,300,0,
0,BoneV,431,150,42,3,300,0,
0,BoneV,451,150,42,3,300,0,
0,BoneV,471,150,42,3,300,0,
0,BoneH,51,216,42,2,300,0,
0,Boneh,51,236,42,2,300,0,
0,BoneH,51,256,42,2,300,0,
0,Boneh,51,276,42,2,300,0,
0,BoneH,51,296,42,2,300,0,
0,Boneh,51,316,42,2,300,0,
0,BoneH,51,336,42,2,300,0,
0,Boneh,51,356,42,2,300,0,
0,BoneH,51,376,42,2,300,0,
0,Boneh,51,396,42,2,300,0,
0,BoneH,551,216,42,0,300,0,
0,Boneh,551,236,42,0,300,0,
0,BoneH,551,256,42,0,300,0,
0,Boneh,551,276,42,0,300,0,
0,BoneH,551,296,42,0,300,0,
0,Boneh,551,316,42,0,300,0,
0,BoneH,551,336,42,0,300,0,
0,Boneh,551,356,42,0,300,0,
0,BoneH,551,376,42,0,300,0,
0,Boneh,551,396,42,0,300,0,
1,blackscreen,1
0,blackscreen,0
0.2,BoneV,171,0,42,150,0,
0,Sound,BoneStab,
0.2,BoneH,640,256,42,2,150,0,
0,Sound,BoneStab,
0.2,Boneh,0,356,42,0,150,0,
0,Sound,BoneStab,
0.2,BoneV,331,0,42,1,150,0,
0,Sound,BoneStab,
0.2,BoneV,251,0,42,1,150,0,
0,Sound,BoneStab,
0.2,BoneH,640,296,42,2,150,0,
0,Sound,BoneStab,
0.2,BoneH,640,216,42,2,150,0,
0,Sound,BoneStab,
0.2,BoneV,471,0,42,1,150,0,
0,Sound,BoneStab,
0.2,BoneH,0,216,42,0,150,0,
0,Sound,BoneStab,
0.2,BoneV,291,0,42,1,150,0,
0,Sound,BoneStab,
0.2,Boneh,640,316,42,2,150,0,
0,Sound,BoneStab,
